country,points,price,province,title,variety,winery
US,87,22,Oregon,Yamhill Valley 2014 Estate Pinot Noir (McMinnville),Pinot Noir,Yamhill Valley
US,86,22,California,Crespi Ranch 2013 Mission Series Pinot Noir (Santa Lucia Highlands),Pinot Noir,Crespi Ranch
US,86,22,California,Crespi Ranch 2012 Mission Series Pinot Noir (Russian River Valley),Pinot Noir,Crespi Ranch
New Zealand,86,22,Marlborough,Jules Taylor 2009 Ballochdale Estate Pinot Noir (Marlborough),Pinot Noir,Jules Taylor
New Zealand,90,22,Awatere Valley,Vavasour 2008 Pinot Noir (Awatere Valley),Pinot Noir,Vavasour
US,89,22,Oregon,Spindrift Cellars 2014 Pinot Noir (Willamette Valley),Pinot Noir,Spindrift Cellars
US,86,22,Oregon,Kramer 2012 Estate Pinot Noir,Pinot Noir,Kramer
US,91,22,Oregon,Coeur de Terre 2014 Oregon Pinot Noir (Willamette Valley),Pinot Noir,Coeur de Terre
France,87,22,Burgundy,Roche de Bellene 2010 Vieilles Vignes  (Bourgogne),Pinot Noir,Roche de Bellene
US,90,22,Oregon,Coeur de Terre 2012 Oregon Pinot Noir (Willamette Valley),Pinot Noir,Coeur de Terre
US,86,22,Oregon,Hawkins Cellars 2009 Pinot Noir (Willamette Valley),Pinot Noir,Hawkins Cellars
US,90,22,Oregon,Monte Ferro 2013 Dion Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Monte Ferro
New Zealand,85,22,Marlborough,Nobilo 2009 Icon Pinot Noir (Marlborough),Pinot Noir,Nobilo
Chile,88,22,Limarí Valley,Concha y Toro 2011 Marques de Casa Concha Pinot Noir (Limarí Valley),Pinot Noir,Concha y Toro
Canada,82,22,British Columbia,Tinhorn Creek 2011 Pinot Noir (Okanagan Valley),Pinot Noir,Tinhorn Creek
Chile,88,22,Leyda Valley,Leyda 2013 Single Vineyard Cahuil Pinot Noir (Leyda Valley),Pinot Noir,Leyda
France,87,22,Burgundy,Vignerons de Buxy 2010 Buissonnier  (Mercurey),Pinot Noir,Vignerons de Buxy
Australia,84,22,Victoria,Sibling Rivalry 2012 Pinot Noir (Yarra Valley),Pinot Noir,Sibling Rivalry
Chile,84,22,Leyda Valley,Kalfu 2013 Sumpai Pinot Noir (Leyda Valley),Pinot Noir,Kalfu
Argentina,84,22,Mendoza Province,Luigi Bosca 2015 Pinot Noir (Maipú),Pinot Noir,Luigi Bosca
New Zealand,86,22,Marlborough,Ara 2008 Composite Pinot Noir (Marlborough),Pinot Noir,Ara
France,88,22,Burgundy,Vignerons de Buxy 2011 Buissonnier  (Mercurey),Pinot Noir,Vignerons de Buxy
US,88,22,New York,Billsboro 2010 Pinot Noir (Finger Lakes),Pinot Noir,Billsboro
US,86,22,California,Siduri 2011 Pinot Noir (Sonoma County),Pinot Noir,Siduri
US,87,22,California,MacPhail 2013 Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,MacPhail
US,88,22,California,Bishop's Peak 2015 Pinot Noir (San Luis Obispo County),Pinot Noir,Bishop's Peak
US,85,22,California,Three Knights 2012 Pinot Noir (Russian River Valley),Pinot Noir,Three Knights
France,87,22,France Other,Château de Tigné 2014 Gerard Depardieu Pinot Noir (Vin de France),Pinot Noir,Château de Tigné
US,90,22,Oregon,Brandborg 2007 Bench Lands Pinot Noir (Umpqua Valley),Pinot Noir,Brandborg
France,85,22,Burgundy,Domaines Devillard 2010 Le Renard  (Givry),Pinot Noir,Domaines Devillard
US,87,22,Oregon,Westrey 1999 Temperance Hill Pinot Noir (Willamette Valley),Pinot Noir,Westrey
US,82,22,California,Pali 2011 Huntington Pinot Noir (Santa Barbara County),Pinot Noir,Pali
France,87,22,Burgundy,Louis Bouillot NV Perle de Nuit Blanc de Noirs Brut  (Crémant de Bourgogne),Pinot Noir,Louis Bouillot
New Zealand,86,22,Central Otago,Twelfth Night 2012 Pinot Noir (Central Otago),Pinot Noir,Twelfth Night
US,90,22,California,Navarro 2015 Pinot Noir (Anderson Valley),Pinot Noir,Navarro
US,88,22,California,MAD Wines 2010 Brix 24.5 Pinot Noir (Russian River Valley),Pinot Noir,MAD Wines
US,90,22,Oregon,Willamette Valley Vineyards 2015 Whole Cluster Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards
US,87,22,California,Poiema 2014 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Poiema
US,86,22,Oregon,Willamette Valley Vineyards 2012 Whole Cluster Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards
New Zealand,88,22,Nelson,Waimea 2008 Barrel Selection Pinot Noir (Nelson),Pinot Noir,Waimea
US,84,22,Oregon,Secret House 1998 Pinot Noir (Willamette Valley),Pinot Noir,Secret House
US,86,22,California,Belle Glos 2010 Meiomi Pinot Noir (Monterey-Santa Barbara-Sonoma),Pinot Noir,Belle Glos
US,87,22,California,Babcock 2009 Rita's Earth Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock
France,88,22,Burgundy,Domaine Rossignol-Trapet 2011  Bourgogne,Pinot Noir,Domaine Rossignol-Trapet
US,88,22,California,Carneros Highway 2013 Pinot Noir (Carneros),Pinot Noir,Carneros Highway
New Zealand,84,22,Martinborough,Tablelands 2009 Single Vineyard Pinot Noir (Martinborough),Pinot Noir,Tablelands
France,84,22,Burgundy,Domaines Devillard 2009 Le Renard  (Bourgogne),Pinot Noir,Domaines Devillard
Germany,87,22,Pfalz,Leo 2006 Pinot Noir (Pfalz),Pinot Noir,Leo
US,88,22,California,Dolin 2014 Rose of Pinot Noir (Central Coast),Pinot Noir,Dolin
Australia,89,22,Victoria,Brokenwood 2014 Pinot Noir (Beechworth),Pinot Noir,Brokenwood
US,87,22,New York,Silver Thread 2014 STV Estate Vineyard Pinot Noir (Finger Lakes),Pinot Noir,Silver Thread
US,87,22,California,Standish 2006 Philo Rosé Pinot Noir (Anderson Valley),Pinot Noir,Standish
US,84,22,California,Pali 2013 Riviera Pinot Noir (Sonoma Coast),Pinot Noir,Pali
US,88,22,Oregon,Cottonwood Winery of Oregon 2012 Marina Piper Pinot Noir (Willamette Valley),Pinot Noir,Cottonwood Winery of Oregon
New Zealand,88,22,Marlborough,Sacred Hill 2013 Pinot Noir (Marlborough),Pinot Noir,Sacred Hill
US,85,22,California,Kendall-Jackson 2011 Vintner's Reserve Pinot Noir (California),Pinot Noir,Kendall-Jackson
Argentina,84,22,Other,Bodega Patritti 2009 Primogénito Pinot Noir (Patagonia),Pinot Noir,Bodega Patritti
US,88,22,California,Meridian 1998 Reserve Pinot Noir (Santa Barbara County),Pinot Noir,Meridian
US,88,22,Oregon,Joleté 2012 Pinot Noir (Oregon),Pinot Noir,Joleté
France,85,22,Burgundy,Domaines Devillard 2010 Le Renard  (Givry),Pinot Noir,Domaines Devillard
France,87,22,Loire Valley,Château de Sancerre 2005  Sancerre,Pinot Noir,Château de Sancerre
US,85,22,New York,Serenity 2011 Pinot Noir (Finger Lakes),Pinot Noir,Serenity
Argentina,85,22,Mendoza Province,Luigi Bosca 2013 Pinot Noir (Mendoza),Pinot Noir,Luigi Bosca
US,87,22,Oregon,Amity Vineyards 2008 Pinot Noir (Willamette Valley),Pinot Noir,Amity Vineyards
US,85,22,Oregon,Siduri 2011 Pinot Noir (Willamette Valley),Pinot Noir,Siduri
US,82,22,California,Mercy 2009 Pinot Noir (Arroyo Seco),Pinot Noir,Mercy
US,88,22,California,Waterstone 2012 Pinot Noir (Carneros),Pinot Noir,Waterstone
New Zealand,86,22,Marlborough,Tohu 2006 Pinot Noir (Marlborough),Pinot Noir,Tohu
Chile,87,22,San Antonio,Apaltagua 2013 Coleccion Limited Edition Pinot Noir (San Antonio),Pinot Noir,Apaltagua
US,87,22,California,Meiomi 2013 Pinot Noir (Monterey-Santa Barbara-Sonoma),Pinot Noir,Meiomi
US,87,22,Oregon,Cherry Hill 2010 Dijon Cuvée Estate Pinot Noir (Eola-Amity Hills),Pinot Noir,Cherry Hill
US,90,22,California,Brick & Mortar 2015 Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,Brick & Mortar
US,87,22,Oregon,Winter's Hill 2015 Rosé of Pinot Noir (Dundee Hills),Pinot Noir,Winter's Hill
US,87,22,Oregon,Brandborg 2007 Bench Lands Pinot Noir (Umpqua Valley),Pinot Noir,Brandborg
US,83,22,California,Migration 2007 Vin Gris of Pinot Noir (Anderson Valley),Pinot Noir,Migration
US,88,22,Oregon,Dion 2010 Pinot Noir (Chehalem Mountains),Pinot Noir,Dion
US,88,22,Oregon,Amity 2016 White Pinot Noir (Willamette Valley),Pinot Noir,Amity
US,85,22,Oregon,Anne Amie 2011 Cuvée A Pinot Noir (Willamette Valley),Pinot Noir,Anne Amie
US,85,22,Oregon,Klee 2014 Pinot Noir (Willamette Valley),Pinot Noir,Klee
US,85,22,Oregon,Kudos 2014 Reserve Pinot Noir,Pinot Noir,Kudos
Chile,88,22,Leyda Valley,Leyda 2011 Single Vineyard Las Brisas Vineyard Pinot Noir (Leyda Valley),Pinot Noir,Leyda
US,90,22,California,La Follette 2014 Pinot Noir (North Coast),Pinot Noir,La Follette
US,93,22,California,Brick & Mortar 2014 Rosé of Pinot Noir (Napa Valley),Pinot Noir,Brick & Mortar
US,88,22,Oregon,RouteStock 2014 Route 99W Pinot Noir (Willamette Valley),Pinot Noir,RouteStock
US,89,22,Oregon,Melrose 2015 Pinot Noir (Umpqua Valley),Pinot Noir,Melrose
US,83,22,Oregon,Yamhill Valley 2012 Estate Pinot Noir (McMinnville),Pinot Noir,Yamhill Valley
US,86,22,Oregon,Lumos 2013 Chiquita Rosé of Pinot Noir (Willamette Valley),Pinot Noir,Lumos
US,90,22,California,McIntyre Vineyards 2015 Estate Rose of Pinot Noir (Santa Lucia Highlands),Pinot Noir,McIntyre Vineyards
US,88,22,Oregon,Brandborg 2014 Bench Lands Pinot Noir (Umpqua Valley),Pinot Noir,Brandborg
France,88,22,Loire Valley,Domaine Sautereau 2014 Côte de Reigny  (Sancerre),Pinot Noir,Domaine Sautereau
Chile,88,22,Casablanca Valley,Kingston Family 2015 Tobiano Pinot Noir (Casablanca Valley),Pinot Noir,Kingston Family
US,86,22,Oregon,Brandborg 2008 Bench Lands Pinot Noir (Oregon),Pinot Noir,Brandborg
Austria,89,22,Burgenland,Hillinger 2014 Eveline Pinot Noir (Burgenland),Pinot Noir,Hillinger
US,83,22,California,Carmel Road 2013 Pinot Noir (Monterey),Pinot Noir,Carmel Road
France,86,22,Loire Valley,Domaine Alban Roblin 2014  Sancerre,Pinot Noir,Domaine Alban Roblin
US,87,22,Oregon,Winter's Hill 2016 Rosé of Pinot Noir (Dundee Hills),Pinot Noir,Winter's Hill
US,89,22,California,Waterstone 2009 Pinot Noir (Carneros),Pinot Noir,Waterstone
Chile,87,22,Casablanca Valley,Montes 2010 Alpha Pinot Noir (Casablanca Valley),Pinot Noir,Montes
France,85,22,Burgundy,Domaines Devillard 2010 Le Renard  (Bourgogne),Pinot Noir,Domaines Devillard
US,88,22,California,Bishop's Peak 2014 Pinot Noir (San Luis Obispo),Pinot Noir,Bishop's Peak
US,89,22,California,Navarro 2016 Rosé of Pinot Noir (Anderson Valley),Pinot Noir,Navarro
US,86,22,Oregon,Redhawk 2009 Estate Pinot Noir (Eola-Amity Hills),Pinot Noir,Redhawk
US,87,22,California,Gloria Ferrer 2009 Estate Pinot Noir (Carneros),Pinot Noir,Gloria Ferrer
US,84,22,California,Chimere 1997 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Chimere
US,87,22,Oregon,Left Coast Cellars 2015 Rosé of Pinot Noir (Willamette Valley),Pinot Noir,Left Coast Cellars
US,88,22,New York,Ventosa 2009 Pinot Noir (Finger Lakes),Pinot Noir,Ventosa
US,88,22,California,Center of Effort 2016 Rosé of Pinot Noir (Edna Valley),Pinot Noir,Center of Effort
US,88,22,Washington,Voila! 2012 Pinot Noir (Columbia Valley (WA)),Pinot Noir,Voila!
US,91,22,Oregon,Ruby 2015 Pinot Noir (Willamette Valley),Pinot Noir,Ruby
US,91,22,Oregon,Redhawk 2012 Redhawk Estate Pinot Noir (Eola-Amity Hills),Pinot Noir,Redhawk
US,86,22,Oregon,Lumos 2009 5 Blocks Pinot Noir (Willamette Valley),Pinot Noir,Lumos
US,87,22,California,Cambria 2000 Julia's Pinot Noir (Santa Maria Valley),Pinot Noir,Cambria
US,91,22,Oregon,Ruby 2015 Pinot Noir (Willamette Valley),Pinot Noir,Ruby
US,88,22,California,Fog Theory 2014 Pinot Noir (Sta. Rita Hills),Pinot Noir,Fog Theory
US,86,22,Oregon,Left Coast Cellars 2014 White Pinot Noir (Willamette Valley),Pinot Noir,Left Coast Cellars
France,90,22,Burgundy,Bailly-Lapierre NV Brut  (Crémant de Bourgogne),Pinot Noir,Bailly-Lapierre
US,91,22,California,Gloria Ferrer 2008 Estate Pinot Noir (Carneros),Pinot Noir,Gloria Ferrer
US,86,22,California,Blair 2014 Rose of Pinot Noir (Arroyo Seco),Pinot Noir,Blair
Chile,87,22,Bío Bío Valley,Porta 2000 Grand Reserve Pinot Noir (Bío Bío Valley),Pinot Noir,Porta
US,84,22,Oregon,3Fools 2009 Fools Gold Pinot Noir (Willamette Valley),Pinot Noir,3Fools
Chile,88,22,Leyda Valley,Leyda 2015 Las Brisas Single Vineyard Pinot Noir (Leyda Valley),Pinot Noir,Leyda
New Zealand,89,22,Wairau Valley,Wither Hills 2010 Pinot Noir (Wairau Valley),Pinot Noir,Wither Hills
France,86,22,Burgundy,Chanson Père et Fils 2010 Le  (Bourgogne),Pinot Noir,Chanson Père et Fils
Austria,88,22,Burgenland,Juris 2006 Selection Pinot Noir (Burgenland),Pinot Noir,Juris
France,87,22,Loire Valley,Roger et Didier Raimbault 2008 Rouge  (Sancerre),Pinot Noir,Roger et Didier Raimbault
New Zealand,89,22,Marlborough,House of Nobilo 2007 Icon Pinot Noir (Marlborough),Pinot Noir,House of Nobilo
Chile,90,22,Leyda Valley,Leyda 2015 Cahuil Single Vineyard Pinot Noir (Leyda Valley),Pinot Noir,Leyda
US,89,22,California,McIntyre Vineyards 2014 Estate Rose of Pinot Noir (Santa Lucia Highlands),Pinot Noir,McIntyre Vineyards
France,84,22,Alsace,Huber & Bléger NV Brut Rosé Pinot Noir (Crémant d'Alsace),Pinot Noir,Huber & Bléger
US,91,22,California,Cambiata 2014 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Cambiata
New Zealand,85,22,Marlborough,Opawa 2013 Pinot Noir (Marlborough),Pinot Noir,Opawa
US,88,22,California,Martin Ranch 2014 J.D.Hurley R.E.D. Vineyards Pinot Noir (Central Coast),Pinot Noir,Martin Ranch
France,89,22,Alsace,Wolfberger NV Brut Rosé Pinot Noir (Alsace),Pinot Noir,Wolfberger
US,90,22,California,Kenwood 2016 Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,Kenwood
New Zealand,87,22,Marlborough,Saint Clair 2011 Pinot Noir (Marlborough),Pinot Noir,Saint Clair
Chile,84,22,Limarí Valley,Concha y Toro 2010 Marques de Casa Concha Pinot Noir (Limarí Valley),Pinot Noir,Concha y Toro
New Zealand,88,22,Central Otago,Toi Toi 2014 Clutha Pinot Noir (Central Otago),Pinot Noir,Toi Toi
US,87,22,Oregon,Spindrift Cellars 2012 Pinot Noir (Willamette Valley),Pinot Noir,Spindrift Cellars
Argentina,87,22,Mendoza Province,Luigi Bosca 2014 Pinot Noir (Mendoza),Pinot Noir,Luigi Bosca
US,88,22,California,Pali 2013 Bluffs Pinot Noir (Russian River Valley),Pinot Noir,Pali
US,91,22,Oregon,Sokol Blosser 2015 Estate Rosé of Pinot Noir (Dundee Hills),Pinot Noir,Sokol Blosser
New Zealand,88,22,Marlborough,Nobilo 2010 Icon Pinot Noir (Marlborough),Pinot Noir,Nobilo
US,82,22,California,Carmel Road 2012 Pinot Noir (Monterey),Pinot Noir,Carmel Road
US,85,22,California,C&T; 2006 Patio Pinot Noir (Napa-Sonoma),Pinot Noir,C&T;
Canada,85,22,British Columbia,Tinhorn Creek 2013 Pinot Noir (Okanagan Valley),Pinot Noir,Tinhorn Creek
Chile,81,22,Leyda Valley,Garces Silva 2012 Boya Pinot Noir (Leyda Valley),Pinot Noir,Garces Silva
US,88,22,California,Pali 2015 Riviera Pinot Noir (Sonoma Coast),Pinot Noir,Pali
US,88,22,New York,Silver Thread 2013 Pinot Noir (Finger Lakes),Pinot Noir,Silver Thread
US,85,22,California,C&T; 2006 Patio Pinot Noir (Napa-Sonoma),Pinot Noir,C&T;
Chile,89,22,Leyda Valley,Leyda 2013 Single Vineyard Las Brisas Pinot Noir (Leyda Valley),Pinot Noir,Leyda
Argentina,88,22,Other,Bodega Patritti 2012 Primogénito Pinot Noir (Patagonia),Pinot Noir,Bodega Patritti
US,86,22,Oregon,Sokol Blosser 2016 Estate Cuvée Rosé of Pinot Noir (Dundee Hills),Pinot Noir,Sokol Blosser
US,88,22,Oregon,Silvan Ridge 2005 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Silvan Ridge
US,83,22,California,Crespi Ranch 2013 Mission Series Pinot Noir (Arroyo Seco),Pinot Noir,Crespi Ranch
US,87,22,Oregon,Silvan Ridge 1998 Pinot Noir (Willamette Valley),Pinot Noir,Silvan Ridge
Australia,89,22,Victoria,Brokenwood 2010 Pinot Noir (Beechworth),Pinot Noir,Brokenwood
US,89,22,California,Siduri 2012 Pinot Noir (Sonoma County),Pinot Noir,Siduri
US,88,22,Oregon,Ross Andrew 2011 Meadow Pinot Noir (Oregon),Pinot Noir,Ross Andrew
US,82,22,California,Holman Ranch 2010 Rosé of Pinot Noir (Carmel Valley),Pinot Noir,Holman Ranch
US,82,22,California,Decoy 2011 Pinot Noir (Sonoma County),Pinot Noir,Decoy
US,89,22,Oregon,Primarius 2014 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Primarius
US,91,22,Oregon,Apolloni 2015 L Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Apolloni
US,88,22,California,Paraiso Vineyards 2014 Estate Pinot Noir (Monterey),Pinot Noir,Paraiso Vineyards
New Zealand,89,22,Central Otago,Peregrine 2014 Mohua Pinot Noir (Central Otago),Pinot Noir,Peregrine
US,88,22,Oregon,Joleté 2012 Pinot Noir (Oregon),Pinot Noir,Joleté
US,86,22,California,Tolosa 2006 Pinot Noir (San Luis Obispo),Pinot Noir,Tolosa
US,86,22,California,Stephen Ross 2006 Pinot Noir (Central Coast),Pinot Noir,Stephen Ross
US,86,22,California,Fog Theory 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,Fog Theory
France,86,22,Burgundy,Antonin Rodet 2010 Château de Mercey  (Bourgogne Hautes Côtes de Beaune),Pinot Noir,Antonin Rodet
US,86,22,California,Belle Glos 2010 Meiomi Pinot Noir (Monterey-Santa Barbara-Sonoma),Pinot Noir,Belle Glos
US,91,22,California,Fiddlehead Cellars 2014 Pink Fiddle Rosé of Pinot Noir (Sta. Rita Hills),Pinot Noir,Fiddlehead Cellars
US,94,22,California,Gloria Ferrer 2007 Pinot Noir (Carneros),Pinot Noir,Gloria Ferrer
Chile,87,22,Leyda Valley,Leyda 2012 Single Vineyard Las Brisas Vineyard Pinot Noir (Leyda Valley),Pinot Noir,Leyda
US,88,22,Oregon,Spindrift Cellars 2015 Pinot Noir (Willamette Valley),Pinot Noir,Spindrift Cellars
US,87,22,California,Poiema 2014 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Poiema
France,85,22,Alsace,Louis Sipp 2009 Nature'S Pinot Noir (Alsace),Pinot Noir,Louis Sipp
Chile,81,22,Casablanca Valley,Morandé 2008 Edición Limitada Pinot Noir (Casablanca Valley),Pinot Noir,Morandé
US,88,22,California,Fog Theory 2014 Pinot Noir (Sta. Rita Hills),Pinot Noir,Fog Theory
US,89,22,California,Fiddlehead 2013 Rosé Pinot Noir (Sta. Rita Hills),Pinot Noir,Fiddlehead
US,84,22,California,Crespi Ranch 2012 Pinot Noir (Santa Maria Valley),Pinot Noir,Crespi Ranch
US,86,22,Oregon,Westrey 1999 Croft-Bailey Pinot Noir (Willamette Valley),Pinot Noir,Westrey
US,90,22,Oregon,Black Magnolia 2015 Pinot Noir (Willamette Valley),Pinot Noir,Black Magnolia
Australia,88,21,South Australia,Riposte 2015 The Dagger Pinot Noir (Adelaide Hills),Pinot Noir,Riposte
New Zealand,88,21,Marlborough,Ten Sisters 2013 Pinot Noir (Marlborough),Pinot Noir,Ten Sisters
US,90,21,California,Pessagno 2012 Central Avenue Vineyard Pinot Noir (Monterey County),Pinot Noir,Pessagno
US,86,21,California,Pessagno 2010 Central Avenue Vineyard Pinot Noir (Monterey),Pinot Noir,Pessagno
US,83,21,California,Director's Cut 2014 Pinot Noir (Sonoma Coast),Pinot Noir,Director's Cut
Chile,85,21,Casablanca Valley,Lomas del Valle 2015 Coastal Cool Climate Wine Single Vineyard Pinot Noir (Casablanca Valley),Pinot Noir,Lomas del Valle
New Zealand,89,21,Awatere Valley,Vavasour 2011 Pinot Noir (Awatere Valley),Pinot Noir,Vavasour
US,87,21,California,Pessagno 2006 Central Avenue Vineyard Pinot Noir (Monterey County),Pinot Noir,Pessagno
France,87,21,Burgundy,Roche de Bellene 2012 Vieilles Vignes  (Bourgogne),Pinot Noir,Roche de Bellene
US,83,21,California,Talbott 2010 Kali Hart Pinot Noir (Monterey),Pinot Noir,Talbott
US,82,21,California,Parkers Estate 2011 Pinot Noir (Sonoma County),Pinot Noir,Parkers Estate
US,87,21,California,Parkers Estate 2010 Four Keys Crossing Pinot Noir (Sonoma County),Pinot Noir,Parkers Estate
Austria,86,21,Vienna,Weingut Mayer am Pfarrplatz 2011 Pinot Noir (Vienna),Pinot Noir,Weingut Mayer am Pfarrplatz
South Africa,86,21,Elgin,Elgin Vintners 2008 Pinot Noir (Elgin),Pinot Noir,Elgin Vintners
US,85,21,Oregon,Joleté 2014 Le Verre Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Joleté
France,87,21,Burgundy,Maison Stéphane Brocard 2015 Closerie des Alisiers Les Dames Huguettes  (Hautes Côtes de Nuits),Pinot Noir,Maison Stéphane Brocard
Austria,85,21,Österreichischer Perlwein,Gebeshuber 2013 Frizzante Rosé Pinot Noir (Österreichischer Perlwein),Pinot Noir,Gebeshuber
Argentina,85,21,Mendoza Province,Luigi Bosca 2008 Reserva Pinot Noir (Maipú),Pinot Noir,Luigi Bosca
US,85,21,California,Hartley-Ostini 2012 Hitching Post Hometown Pinot Noir (Santa Barbara County),Pinot Noir,Hartley-Ostini
Austria,92,21,Carnuntum,Markowitsch 2012 Reserve Pinot Noir (Carnuntum),Pinot Noir,Markowitsch
US,89,21,California,Talbott 2013 Kali Hart Estate Grown Pinot Noir (Monterey County),Pinot Noir,Talbott
US,86,21,California,Pali 2012 Riviera Pinot Noir (Sonoma Coast),Pinot Noir,Pali
US,86,21,California,River Road 2012 Reserve Pinot Noir (Russian River Valley),Pinot Noir,River Road
US,90,21,California,Sinor-LaVallee 2014 Vin Gris Pinot Noir (San Luis Obispo County),Pinot Noir,Sinor-LaVallee
US,90,21,Oregon,Owen Roe 2012 Sharecropper's Pinot Noir (Willamette Valley),Pinot Noir,Owen Roe
US,88,21,Oregon,Domaine Loubejac 2010 Pinot Noir (Willamette Valley),Pinot Noir,Domaine Loubejac
US,90,21,Oregon,Panache Cellars 2012 Pinot Noir (Willamette Valley),Pinot Noir,Panache Cellars
US,82,21,California,Pali 2011 Riviera Pinot Noir (Sonoma Coast),Pinot Noir,Pali
US,88,21,California,Cartograph 2012 Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Cartograph
France,87,21,Loire Valley,Domaine Roger Champault 2014 Les Pierris  (Sancerre),Pinot Noir,Domaine Roger Champault
US,87,21,Oregon,Walnut City WineWorks 2012 Pinot Noir (Willamette Valley),Pinot Noir,Walnut City WineWorks
US,88,21,California,Francis Ford Coppola 2013 Director's Pinot Noir (Sonoma Coast),Pinot Noir,Francis Ford Coppola
US,85,21,California,Birichino 2011 Saint Georges Pinot Noir (Central Coast),Pinot Noir,Birichino
US,86,21,California,Glenwood Cellars 2014 Pinot Noir (Carneros),Pinot Noir,Glenwood Cellars
US,87,21,California,Francis Ford Coppola 2014 Diamond Collection Silver Label Pinot Noir (Monterey County),Pinot Noir,Francis Ford Coppola
